gene_id	gene_version	gene_name	gene_biotype	gene_source	location	S_2_Rem_5dpi_S70001	S_2_SARS_5dpi_S70003	S_2_mock_5dpi_S70002	S_3_Rem_5dpi_S69995	S_3_SARS_5dpi_S69996	S_3_mock_5dpi_S69997
ENSG00000200720	1	RNU6-931P	snRNA	ensembl	chr4:45480030-45480136:+	0	0	0	0	0	0
ENSG00000222257	1	RN7SKP199	misc_RNA	ensembl	chr4:45995119-45995423:+	0	0	0	0	0	0
ENSG00000163285	8	GABRG1	protein_coding	ensembl_havana	chr4:46035769-46124054:-	0	0	0	0	0	0
ENSG00000260878	1	AC104072.1	lncRNA	havana	chr4:46243548-46244215:-	0	0	0	0	0	0
ENSG00000151834	15	GABRA2	protein_coding	ensembl_havana	chr4:46248427-46475230:-	1	10	38	0	499	0
ENSG00000249330	3	AC095060.1	lncRNA	havana	chr4:46390255-46510194:+	0	0	2	1	0	0
ENSG00000252243	1	RNU6-412P	snRNA	ensembl	chr4:46531237-46531342:-	0	0	0	0	0	0
ENSG00000249936	3	RAC1P2	processed_pseudogene	havana	chr4:46723830-46724408:-	4931	6934	5521	7582	7944	6214
ENSG00000170516	17	COX7B2	protein_coding	ensembl_havana	chr4:46734827-46909245:-	0	0	0	0	0	0
ENSG00000109158	11	GABRA4	protein_coding	ensembl_havana	chr4:46918900-46993581:-	0	0	0	0	0	0
ENSG00000163288	14	GABRB1	protein_coding	ensembl_havana	chr4:46993723-47426447:+	0	0	0	0	0	0
ENSG00000260918	1	AC107398.3	lncRNA	havana	chr4:47431960-47438959:+	0	0	0	0	0	0
ENSG00000169019	11	COMMD8	protein_coding	ensembl_havana	chr4:47450787-47463702:-	635	380	774	967	901	689
ENSG00000282904	2	AC107398.4	lncRNA	havana	chr4:47463590-47470477:+	0	4	0	0	0	0
ENSG00000286294	1	AC107398.5	lncRNA	havana_tagene	chr4:47481001-47485210:-	0	0	0	0	0	0
ENSG00000145246	14	ATP10D	protein_coding	ensembl_havana	chr4:47485275-47593486:+	194	121	335	588	21	493
ENSG00000242431	2	AC107398.1	processed_pseudogene	havana	chr4:47490967-47491471:-	2	3	3	0	2	4
ENSG00000248254	1	AC107398.2	lncRNA	havana	chr4:47556731-47560259:-	0	0	0	0	0	0
ENSG00000145244	12	CORIN	protein_coding	ensembl_havana	chr4:47593999-47838106:-	12	0	12	0	0	93
ENSG00000277388	1	MIR8053	miRNA	mirbase	chr4:47652669-47652743:+	0	0	0	0	0	0
ENSG00000242262	1	AC092597.1	processed_pseudogene	havana	chr4:47706372-47706987:+	670	835	793	959	1107	928
ENSG00000282917	2	AC107068.2	lncRNA	havana_tagene	chr4:47831330-47897965:+	0	0	0	0	0	0
ENSG00000259959	1	AC107068.1	lncRNA	havana	chr4:47840122-47844339:-	18	13	0	1	25	1
ENSG00000170448	12	NFXL1	protein_coding	ensembl_havana	chr4:47847233-47914667:-	781	827	857	929	196	795
ENSG00000163293	12	NIPAL1	protein_coding	ensembl_havana	chr4:47914142-48040173:+	247	253	706	920	1514	146
ENSG00000198515	14	CNGA1	protein_coding	ensembl_havana	chr4:47935977-48016681:-	304	321	331	834	1278	861
ENSG00000074966	11	TXK	protein_coding	ensembl_havana	chr4:48066393-48134250:-	21	26	89	28	2	369
ENSG00000200269	1	RNU6-838P	snRNA	ensembl	chr4:48106081-48106188:-	0	0	0	0	0	0
ENSG00000283499	1	AC079118.2	snRNA	ensembl	chr4:48109353-48109410:-	0	0	0	0	0	0
ENSG00000135605	13	TEC	protein_coding	ensembl_havana	chr4:48135783-48269838:-	11	17	39	66	3	0
ENSG00000202014	1	AC079118.1	misc_RNA	ensembl	chr4:48153434-48153535:+	0	0	0	0	0	0
ENSG00000109171	15	SLAIN2	protein_coding	ensembl_havana	chr4:48341529-48426201:+	224	174	469	309	393	327
ENSG00000145248	7	SLC10A4	protein_coding	ensembl_havana	chr4:48483343-48489526:+	0	0	0	0	0	0
ENSG00000182223	7	ZAR1	protein_coding	ensembl_havana	chr4:48490252-48494389:+	0	0	0	0	0	0
ENSG00000075539	15	FRYL	protein_coding	ensembl_havana	chr4:48497357-48780322:-	262	133	173	142	1433	345
ENSG00000251722	1	RNU5E-3P	snRNA	ensembl	chr4:48574453-48574520:-	0	0	0	0	0	0
ENSG00000109180	14	OCIAD1	protein_coding	ensembl_havana	chr4:48805212-48861817:+	1151	1306	1822	1951	2854	2579
ENSG00000248256	1	OCIAD1-AS1	lncRNA	havana	chr4:48852008-48860203:-	0	3	5	0	0	6
ENSG00000145247	12	OCIAD2	protein_coding	ensembl_havana	chr4:48885019-48906937:-	2064	2124	2573	3904	5063	4463
ENSG00000252913	1	RNU6-158P	snRNA	ensembl	chr4:48932755-48932854:-	0	0	0	0	0	0
ENSG00000251334	2	AC020593.1	processed_pseudogene	havana	chr4:48936582-48936880:+	0	0	0	0	0	0
ENSG00000109182	12	CWH43	protein_coding	ensembl_havana	chr4:48986275-49062081:+	0	0	0	0	0	0
ENSG00000225455	3	TPI1P4	processed_pseudogene	havana	chr4:49016682-49017154:-	4	7	3	8	2	6
ENSG00000249828	2	AC118282.3	processed_pseudogene	havana	chr4:49203171-49203726:-	0	0	0	0	0	0
ENSG00000249079	1	AC118282.2	processed_pseudogene	havana	chr4:49212251-49212624:-	0	0	0	0	0	0
ENSG00000280043	1	AC118282.4	TEC	havana	chr4:49229573-49231284:+	0	0	0	0	0	0
ENSG00000250016	2	SNX18P23	processed_pseudogene	havana	chr4:49233289-49233965:-	0	0	0	0	0	0
ENSG00000237961	4	AC118282.1	processed_pseudogene	havana	chr4:49238032-49245419:-	0	0	0	0	0	0
ENSG00000268736	1	MTCO3P39	processed_pseudogene	havana	chr4:49246021-49246538:+	0	0	0	0	0	0
ENSG00000248946	2	MTND3P22	processed_pseudogene	havana	chr4:49246601-49246915:+	0	0	0	0	0	0
ENSG00000248583	1	AC119751.3	unprocessed_pseudogene	havana	chr4:49486926-49489554:-	0	0	0	0	0	0
ENSG00000251056	1	ANKRD20A17P	unprocessed_pseudogene	havana	chr4:49502145-49506022:-	0	0	0	3	0	0
ENSG00000250769	2	AC119751.5	processed_pseudogene	havana	chr4:49507764-49508806:-	0	0	0	0	0	0
ENSG00000248532	2	AC119751.2	processed_pseudogene	havana	chr4:49523648-49523857:-	0	0	0	0	0	0
ENSG00000269848	1	AC119751.8	processed_pseudogene	havana	chr4:49524030-49524185:-	0	0	0	0	0	0
ENSG00000268967	1	AC119751.7	processed_pseudogene	havana	chr4:49548564-49548855:-	0	0	0	0	0	0
ENSG00000268391	1	MTCO3P42	processed_pseudogene	havana	chr4:49548918-49549435:-	0	0	0	0	0	0
ENSG00000232471	3	AC119751.1	unprocessed_pseudogene	havana	chr4:49550032-49557400:+	0	0	0	0	0	0
ENSG00000251630	1	AC119751.6	processed_pseudogene	havana	chr4:49561285-49561470:-	0	0	0	0	0	0
ENSG00000251539	1	SNX18P24	processed_pseudogene	havana	chr4:49561479-49562149:+	0	0	0	0	0	0
ENSG00000250753	2	AC119751.4	processed_pseudogene	havana	chr4:49579833-49580189:+	0	0	0	0	0	0
ENSG00000249337	2	SNX18P25	processed_pseudogene	havana	chr4:49588772-49589529:+	0	0	0	0	0	0
ENSG00000109184	15	DCUN1D4	protein_coding	ensembl_havana	chr4:51843000-51916837:+	262	176	538	278	665	1065
ENSG00000250473	1	DUTP7	processed_pseudogene	havana	chr4:51865050-51865535:-	1	0	0	0	0	0
ENSG00000272576	1	AC027271.1	lncRNA	havana	chr4:51918772-51919381:+	0	0	0	0	0	0
ENSG00000243929	1	AC104784.1	processed_pseudogene	havana	chr4:51978079-51978372:-	0	0	0	0	0	0
ENSG00000188993	3	LRRC66	protein_coding	ensembl_havana	chr4:51993702-52017620:-	0	6	0	0	0	0
ENSG00000163069	13	SGCB	protein_coding	ensembl_havana	chr4:52020706-52038299:-	618	693	927	1325	1198	1362
ENSG00000251040	1	LINC02480	lncRNA	havana	chr4:52044805-52046954:+	0	2	0	0	0	0
ENSG00000163071	11	SPATA18	protein_coding	ensembl_havana	chr4:52051304-52097299:+	177	165	234	908	376	176
ENSG00000287999	1	AC097522.2	lncRNA	havana_tagene	chr4:52252820-52551574:-	0	0	0	0	0	0
ENSG00000251286	2	AC097522.1	processed_pseudogene	havana	chr4:52440494-52441535:-	0	0	0	0	0	0
ENSG00000199924	1	RNU6-1252P	snRNA	ensembl	chr4:52494849-52494952:+	0	0	0	0	0	0
ENSG00000109189	13	USP46	protein_coding	ensembl_havana	chr4:52590960-52659301:-	115	126	140	334	461	461
ENSG00000248866	1	USP46-AS1	lncRNA	havana	chr4:52659406-52661668:+	18	9	3	7	0	0
ENSG00000260120	2	AC104066.4	lncRNA	havana_tagene	chr4:52680609-52692999:+	1	9	0	0	0	2
ENSG00000250302	3	LINC01618	lncRNA	havana	chr4:52712394-52866821:+	0	0	0	0	0	0
ENSG00000226950	7	DANCR	lncRNA	havana	chr4:52712404-52720351:+	489	448	611	617	395	710
ENSG00000264585	1	MIR4449	miRNA	mirbase	chr4:52712682-52712747:+	0	1	1	0	0	0
ENSG00000286161	1	AC104066.5	lncRNA	havana	chr4:52712713-52722377:-	12	4	10	7	0	4
ENSG00000212588	1	SNORA26	snoRNA	ensembl	chr4:52713249-52713370:+	6	2	4	5	0	0
ENSG00000248375	1	AC104066.3	processed_pseudogene	havana	chr4:52720081-52720831:-	1	0	1	0	0	0
ENSG00000226887	8	ERVMER34-1	protein_coding	ensembl_havana	chr4:52722618-52751586:-	18	6	5	0	0	0
ENSG00000212490	1	AC104066.2	snoRNA	ensembl	chr4:52748137-52748259:+	0	0	0	0	0	0
ENSG00000199901	1	AC104066.1	misc_RNA	ensembl	chr4:52786537-52786638:+	0	0	0	0	0	0
ENSG00000128045	7	RASL11B	protein_coding	ensembl_havana	chr4:52862317-52866835:+	1	0	0	1	0	16
ENSG00000184178	16	SCFD2	protein_coding	ensembl_havana	chr4:52872982-53366066:-	294	257	317	234	492	2
ENSG00000248115	1	AC023154.1	lncRNA	havana	chr4:52945649-52958087:+	0	0	0	0	0	0
ENSG00000207385	1	RNU6-310P	snRNA	ensembl	chr4:53265461-53265567:-	0	0	0	0	0	0
ENSG00000145216	16	FIP1L1	protein_coding	ensembl_havana	chr4:53377641-53460862:+	244	214	328	447	180	445
ENSG00000282278	1	AC058822.1	protein_coding	havana	chr4:53377839-54295272:+	0	0	0	0	0	0
ENSG00000072201	14	LNX1	protein_coding	ensembl_havana	chr4:53459301-53701405:-	616	559	1151	1172	1710	1334
ENSG00000250930	5	LNX1-AS1	lncRNA	havana	chr4:53496400-53549578:+	9	1	7	9	0	1
ENSG00000173966	7	AC095040.1	processed_pseudogene	havana	chr4:53575713-53576387:+	56	62	45	41	73	85
ENSG00000248494	1	LNX1-AS2	lncRNA	havana	chr4:53592956-53604047:+	7	0	0	0	101	13
ENSG00000249341	1	AC124017.1	lncRNA	havana	chr4:53659208-53737156:+	0	0	11	0	0	0
ENSG00000249706	1	AC105384.1	lncRNA	havana	chr4:53899871-53916835:+	0	0	0	0	0	0
ENSG00000250815	1	AC105384.2	processed_pseudogene	havana	chr4:53927499-53928138:-	0	0	0	0	0	0
ENSG00000229585	4	RPL21P44	processed_pseudogene	havana	chr4:53986587-53987058:-	1	1	3	0	0	0
ENSG00000272650	1	AC110792.3	lncRNA	havana	chr4:53997415-53997712:-	0	1	0	0	0	0
ENSG00000109220	11	CHIC2	protein_coding	ensembl_havana	chr4:54009789-54064605:-	608	411	595	964	1556	1432
ENSG00000269506	2	AC110792.2	lncRNA	havana	chr4:54059597-54061210:+	0	0	0	0	0	0
ENSG00000287534	1	AC110792.4	lncRNA	havana_tagene	chr4:54065239-54078454:+	2	0	0	0	0	0
ENSG00000251105	1	AC110792.1	processed_pseudogene	havana	chr4:54076625-54076848:+	0	0	0	0	0	0
ENSG00000250147	1	MORF4L2P1	processed_pseudogene	havana	chr4:54086926-54087783:+	0	0	0	0	1	0
ENSG00000180613	11	GSX2	protein_coding	ensembl_havana	chr4:54099523-54102498:+	0	0	0	0	0	0
ENSG00000242670	1	RPL22P13	processed_pseudogene	havana	chr4:54221126-54221472:+	0	0	1	0	1	0
ENSG00000134853	12	PDGFRA	protein_coding	ensembl_havana	chr4:54229280-54298245:+	43	34	10	0	0	3
ENSG00000248184	1	LINC02283	lncRNA	havana	chr4:54332892-54355954:+	0	0	0	0	0	0
ENSG00000248518	1	AC098587.1	lncRNA	havana	chr4:54376002-54376752:+	0	0	0	0	0	0
ENSG00000251264	1	AC098868.1	lncRNA	havana	chr4:54440502-54446723:-	0	0	0	0	0	0
ENSG00000250456	1	LINC02260	lncRNA	havana	chr4:54603211-54607131:-	0	0	0	0	0	3
ENSG00000157404	16	KIT	protein_coding	ensembl_havana	chr4:54657918-54740715:+	243	105	451	261	0	81
ENSG00000249727	2	AC097494.1	lncRNA	havana	chr4:54836041-54845470:-	0	0	0	0	0	0
ENSG00000251256	1	LINC02358	lncRNA	havana	chr4:54845568-54859241:+	0	0	0	0	0	0
ENSG00000248317	2	AC111194.1	lncRNA	havana_tagene	chr4:54943626-54957832:+	0	0	0	0	0	0
ENSG00000244422	3	RPL38P3	processed_pseudogene	havana	chr4:54976159-54976371:-	0	0	0	0	0	0
ENSG00000252815	1	RNU6-410P	snRNA	ensembl	chr4:55031965-55032071:-	0	0	0	0	0	0
ENSG00000250646	1	AC111194.2	lncRNA	havana	chr4:55053060-55092534:+	0	0	3	0	0	0
ENSG00000244034	3	RN7SL424P	misc_RNA	ensembl	chr4:55063738-55064026:+	0	0	0	0	0	0
ENSG00000128052	10	KDR	protein_coding	ensembl_havana	chr4:55078481-55125595:-	0	1	1	0	0	0
ENSG00000287060	1	AC021220.2	lncRNA	havana_tagene	chr4:55157877-55161880:+	0	0	0	0	0	0
ENSG00000239545	3	RN7SL822P	misc_RNA	ensembl	chr4:55215624-55215919:-	0	0	0	0	0	0
ENSG00000250812	2	AC021220.1	processed_pseudogene	havana	chr4:55219344-55219973:+	0	0	0	0	0	0
ENSG00000206839	1	RNU6-746P	snRNA	ensembl	chr4:55294490-55294598:+	0	0	0	0	0	0
ENSG00000250464	1	LRRC34P2	processed_pseudogene	havana	chr4:55313011-55313924:-	0	0	0	0	0	0
ENSG00000128039	11	SRD5A3	protein_coding	ensembl_havana	chr4:55346242-55373100:+	2884	3051	2976	3108	2040	2856
ENSG00000251111	2	FCF1P8	processed_pseudogene	havana	chr4:55351812-55352408:-	3	0	15	56	1	1
ENSG00000249700	9	SRD5A3-AS1	lncRNA	havana	chr4:55363971-55395847:-	11	28	55	1	0	2
ENSG00000273257	1	AC069200.3	lncRNA	havana	chr4:55387949-55388271:+	2	0	11	0	0	0
ENSG00000134851	13	TMEM165	protein_coding	ensembl_havana	chr4:55395957-55453397:+	6637	5507	8061	6451	6583	5871
ENSG00000239040	1	AC069200.2	misc_RNA	ensembl	chr4:55412636-55412738:+	1	0	3	0	0	9
ENSG00000134852	15	CLOCK	protein_coding	ensembl_havana	chr4:55427903-55546909:-	215	153	493	743	349	835
ENSG00000238585	1	AC069200.1	misc_RNA	ensembl	chr4:55501595-55501708:-	0	0	1	0	0	0
ENSG00000223305	1	RN7SKP30	misc_RNA	ensembl	chr4:55540502-55540835:-	0	0	1	0	0	0
ENSG00000272969	1	AC024243.1	lncRNA	havana	chr4:55547112-55547889:+	1	1	4	0	0	0
ENSG00000163440	12	PDCL2	protein_coding	ensembl_havana	chr4:55556519-55592245:-	0	0	0	0	0	0
ENSG00000109255	11	NMU	protein_coding	ensembl_havana	chr4:55595229-55636698:-	0	0	0	0	0	0
ENSG00000251923	1	RNU6-276P	snRNA	ensembl	chr4:55798636-55798731:+	0	0	0	0	0	0
ENSG00000250821	2	EXOC1L	protein_coding	havana	chr4:55819819-55837487:+	0	1	0	0	0	0
ENSG00000090989	18	EXOC1	protein_coding	ensembl_havana	chr4:55853648-55905086:+	384	281	384	571	1574	747
ENSG00000202358	1	RNU6-652P	snRNA	ensembl	chr4:55885595-55885701:+	0	1	0	7	0	0
ENSG00000286599	1	AC110611.1	lncRNA	havana_tagene	chr4:55889743-55903177:-	0	0	0	0	0	0
ENSG00000287382	1	AC110611.2	lncRNA	havana_tagene	chr4:55938153-55947996:-	0	0	0	0	0	0
ENSG00000174799	11	CEP135	protein_coding	ensembl_havana	chr4:55948871-56033361:+	82	42	1	66	145	118
ENSG00000109265	14	CRACD	protein_coding	ensembl_havana	chr4:56049073-56328625:+	0	3	2	10	0	16
ENSG00000200741	1	RNA5SP161	rRNA_pseudogene	ensembl	chr4:56097390-56097504:+	0	0	0	0	0	0
ENSG00000252489	1	RNU6-197P	snRNA	ensembl	chr4:56288485-56288584:-	0	0	0	0	0	0
ENSG00000286093	1	AC022267.1	lncRNA	havana	chr4:56291601-56299873:-	0	0	0	0	0	12
ENSG00000250324	2	MRPL22P1	processed_pseudogene	havana	chr4:56320719-56321334:-	0	0	0	0	0	0
ENSG00000157426	14	AASDH	protein_coding	ensembl_havana	chr4:56338287-56387508:-	259	128	242	439	794	754
ENSG00000242083	2	RPL7AP31	processed_pseudogene	havana	chr4:56356135-56356932:+	0	1	0	0	0	2
ENSG00000269921	1	AC068620.1	lncRNA	havana	chr4:56387625-56388153:+	5	10	17	0	0	0
ENSG00000128059	8	PPAT	protein_coding	ensembl_havana	chr4:56393362-56435615:-	82	20	51	78	347	241
ENSG00000270147	1	AC068620.2	lncRNA	havana	chr4:56396312-56396871:+	0	0	0	0	0	0
ENSG00000283156	1	AC068620.3	transcribed_unprocessed_pseudogene	havana	chr4:56410516-56431548:+	1	6	25	0	0	0
ENSG00000128050	8	PAICS	protein_coding	ensembl_havana	chr4:56435741-56464579:+	342	244	351	695	2022	1343
ENSG00000174780	17	SRP72	protein_coding	ensembl_havana	chr4:56467617-56503681:+	1683	1779	1841	2046	2213	1963
ENSG00000196503	5	ARL9	protein_coding	ensembl_havana	chr4:56505209-56524959:+	0	4	4	20	1	0
ENSG00000249693	3	THEGL	protein_coding	ensembl_havana	chr4:56530606-56603507:+	8	0	11	0	0	0
ENSG00000248590	2	GLDCP1	transcribed_processed_pseudogene	havana	chr4:56593004-56595681:+	0	0	0	0	0	0
ENSG00000171476	22	HOPX	protein_coding	ensembl_havana	chr4:56647988-56681899:-	301	189	256	69	0	75
ENSG00000280285	1	AC108215.1	TEC	havana	chr4:56662469-56665694:-	1	0	0	0	0	34
ENSG00000241250	1	RPL17P20	processed_pseudogene	havana	chr4:56710060-56710614:+	0	0	0	0	0	0
ENSG00000227040	4	AC022483.1	processed_pseudogene	havana	chr4:56760919-56761485:-	108	111	102	135	166	114
ENSG00000240545	3	RN7SL492P	misc_RNA	ensembl	chr4:56794348-56794642:-	0	0	0	0	0	0
ENSG00000265894	2	RN7SL357P	misc_RNA	ensembl	chr4:56805834-56806131:+	0	0	0	0	0	0
ENSG00000128040	11	SPINK2	protein_coding	ensembl_havana	chr4:56809860-56821742:-	3	0	0	0	0	0
ENSG00000278226	1	AC022483.3	misc_RNA	ensembl	chr4:56810422-56810681:+	0	0	0	0	0	0
ENSG00000251799	1	AC022483.2	misc_RNA	ensembl	chr4:56818218-56818314:-	0	0	0	0	0	0
ENSG00000084093	18	REST	protein_coding	ensembl_havana	chr4:56907876-56966678:+	1037	1097	1140	1790	1538	1868
ENSG00000269949	1	AC069307.1	lncRNA	havana	chr4:56960927-56961373:-	7	1	0	0	0	0
ENSG00000084092	7	NOA1	protein_coding	ensembl_havana	chr4:56963350-56977606:-	414	479	695	826	1411	1326
ENSG00000047315	17	POLR2B	protein_coding	ensembl_havana	chr4:56977722-57031158:+	1273	702	1011	2058	4412	2749
ENSG00000251703	1	RNU6-998P	snRNA	ensembl	chr4:57002692-57002792:+	0	0	2	0	0	0
ENSG00000163453	11	IGFBP7	protein_coding	ensembl_havana	chr4:57030773-57110385:-	7920	9192	10719	18139	18686	18591
ENSG00000250384	1	UBE2CP3	processed_pseudogene	havana	chr4:57072683-57073132:+	0	0	0	0	0	0
ENSG00000245067	7	IGFBP7-AS1	lncRNA	havana	chr4:57109762-57207459:+	15	9	12	11	0	13
ENSG00000287369	1	AC111197.1	lncRNA	havana_tagene	chr4:57110547-57111400:+	0	0	0	3	0	0
ENSG00000250192	1	AC105390.1	lncRNA	havana	chr4:57154577-57156452:+	0	0	0	0	0	0
ENSG00000243920	2	RPS26P24	processed_pseudogene	havana	chr4:57352999-57353329:-	0	0	0	0	0	0
ENSG00000248505	2	LINC02380	lncRNA	havana_tagene	chr4:57424495-57478341:+	0	0	0	0	0	0
ENSG00000251459	2	AC013724.1	lncRNA	havana	chr4:57490808-57495844:+	0	0	0	1	1	0
ENSG00000251049	2	AC107396.1	lncRNA	havana	chr4:57595940-57605872:-	0	0	0	0	0	0
ENSG00000250333	2	AC093725.2	lncRNA	havana	chr4:57605694-57658800:-	0	0	0	0	0	0
ENSG00000249831	2	AC093725.1	lncRNA	havana	chr4:57720035-57724655:+	0	0	0	0	0	0
ENSG00000285998	1	AC104790.1	lncRNA	havana	chr4:57841721-57855271:+	0	0	0	0	0	0
ENSG00000248660	1	SRIP1	processed_pseudogene	havana	chr4:58103147-58103434:+	0	0	0	0	0	0
ENSG00000249105	2	AC096725.1	processed_pseudogene	havana	chr4:58117758-58118070:-	0	0	0	0	0	0
ENSG00000250340	1	LINC02494	lncRNA	havana	chr4:58524515-58536328:-	0	0	0	0	0	0
ENSG00000250078	2	AC019133.1	lncRNA	havana_tagene	chr4:58562160-58565212:-	0	0	0	0	0	0
ENSG00000251339	6	AC017091.1	lncRNA	havana	chr4:58780626-58984194:-	0	0	0	0	0	0
ENSG00000249382	3	LINC02619	lncRNA	havana	chr4:58939288-58988182:-	0	0	0	0	0	0
ENSG00000251266	2	LINC02429	lncRNA	havana	chr4:58984215-59046959:+	0	0	0	0	0	0
ENSG00000250375	2	AC097501.1	lncRNA	havana	chr4:59047020-59075256:-	0	0	0	0	0	0
ENSG00000286097	1	AC108517.2	lncRNA	havana	chr4:59150924-59180414:-	0	0	0	0	0	0
ENSG00000249111	1	AC108517.1	lncRNA	havana	chr4:59152834-59176146:+	0	0	0	0	0	0
ENSG00000199780	1	AC096588.1	misc_RNA	ensembl	chr4:59533786-59533898:+	0	0	0	0	0	0
ENSG00000249392	1	AC096588.2	lncRNA	havana	chr4:59551142-59630324:-	0	0	0	0	0	0
ENSG00000249892	1	AC093857.1	lncRNA	havana	chr4:59767816-59792114:-	1	0	0	0	0	0
ENSG00000201676	1	AC092596.1	misc_RNA	ensembl	chr4:59833175-59833276:+	0	0	0	0	0	0
ENSG00000201775	1	RNU6-1325P	snRNA	ensembl	chr4:59834063-59834167:+	0	0	0	0	0	0
ENSG00000287174	1	AC092596.2	lncRNA	havana_tagene	chr4:59903404-59920670:-	0	0	0	0	0	0
ENSG00000283043	1	AC097655.1	processed_pseudogene	havana	chr4:60038269-60038586:+	0	0	0	0	0	0
ENSG00000249066	2	LINC02496	lncRNA	havana_tagene	chr4:60750575-60796103:+	0	0	0	0	0	0
ENSG00000248237	2	AC105420.1	processed_pseudogene	havana	chr4:60784115-60784696:+	0	0	0	0	0	0
ENSG00000265829	1	MIR548AG1	miRNA	mirbase	chr4:60922619-60922684:+	1	0	0	0	0	0
ENSG00000240152	2	LINC02271	lncRNA	havana	chr4:61143656-61153962:+	0	0	0	0	0	54
ENSG00000150471	16	ADGRL3	protein_coding	havana	chr4:61201258-62078335:+	3	5	0	0	0	0
ENSG00000241261	1	RPL17P19	processed_pseudogene	havana	chr4:61211652-61212203:+	0	0	0	0	0	0
ENSG00000205682	2	AC020741.1	lncRNA	havana	chr4:61420246-61428221:-	0	0	1	0	0	5
ENSG00000226439	3	AC108161.1	processed_pseudogene	havana	chr4:61775449-61775850:-	0	0	1	1	4	0
ENSG00000202169	1	AC092663.1	misc_RNA	ensembl	chr4:61906313-61906408:+	0	0	0	0	0	0
ENSG00000248692	5	ADGRL3-AS1	lncRNA	havana	chr4:62071752-62165554:-	0	0	0	0	0	0
ENSG00000225405	3	RPS15AP17	processed_pseudogene	havana	chr4:62105660-62106049:-	56	80	56	77	109	86
ENSG00000241344	1	RPL21P47	processed_pseudogene	havana	chr4:62248294-62248770:+	0	0	0	0	0	0
ENSG00000250249	2	AC105313.1	processed_pseudogene	havana	chr4:62291562-62292337:+	0	0	0	0	0	0
ENSG00000288567	1	AC074087.2	unitary_pseudogene	havana	chr4:62454245-62454403:-	0	0	0	0	0	0
ENSG00000248847	2	AC074087.1	processed_pseudogene	havana	chr4:62489495-62490218:-	0	0	0	0	0	0
ENSG00000248336	1	HMGN1P11	processed_pseudogene	havana	chr4:62510469-62510771:+	0	2	9	0	0	0
ENSG00000180673	9	EXOC5P1	processed_pseudogene	havana	chr4:62816826-62818794:+	33	25	45	87	85	59
ENSG00000251055	2	AC097491.1	lncRNA	havana	chr4:63128311-63143881:+	0	0	0	0	0	0
ENSG00000231442	3	LARP1BP1	processed_pseudogene	havana	chr4:63350114-63351472:+	0	3	0	1	4	2
ENSG00000250775	2	AC093730.1	lncRNA	havana	chr4:63465511-63529761:-	0	0	0	0	0	0
ENSG00000205678	8	TECRL	protein_coding	ensembl_havana	chr4:64275257-64409468:-	0	0	0	0	0	0
ENSG00000252104	1	RNU6-191P	snRNA	ensembl	chr4:64397694-64397787:-	0	0	0	0	0	0
ENSG00000250768	1	DPP3P1	processed_pseudogene	havana	chr4:64430909-64433215:+	0	0	0	0	0	0
ENSG00000251430	1	MTCO3P27	unprocessed_pseudogene	havana	chr4:64606418-64606613:+	0	0	0	0	0	0
ENSG00000251385	2	MTCYBP16	processed_pseudogene	havana	chr4:64607703-64608831:-	0	0	0	0	0	1
ENSG00000249893	1	MTND6P16	unprocessed_pseudogene	havana	chr4:64608905-64609424:+	0	0	0	0	0	0
ENSG00000250169	1	MTND5P13	processed_pseudogene	havana	chr4:64609454-64610532:-	0	0	0	0	0	0
ENSG00000248259	1	MTND4LP31	unprocessed_pseudogene	havana	chr4:64610616-64610909:-	0	0	0	0	0	0
ENSG00000249045	1	MTND3P24	unprocessed_pseudogene	havana	chr4:64610980-64611308:-	0	0	0	0	0	0
ENSG00000248328	1	MTCO3P28	unprocessed_pseudogene	havana	chr4:64611374-64611888:-	0	0	0	0	0	0
ENSG00000244669	1	AC104689.1	processed_pseudogene	havana	chr4:64767130-64767897:-	0	0	0	0	0	0
ENSG00000286664	1	AC104689.2	lncRNA	havana_tagene	chr4:64836361-64883916:-	0	0	0	0	0	0
ENSG00000250125	4	LINC02232	lncRNA	havana	chr4:64914281-65024485:-	0	0	0	0	0	0
ENSG00000248447	2	AC107058.1	processed_pseudogene	havana	chr4:65034634-65036017:-	0	0	0	0	0	0
ENSG00000248998	2	EFL1P2	processed_pseudogene	havana	chr4:65142703-65145763:-	0	0	0	0	0	0
ENSG00000249351	2	AC096754.1	processed_pseudogene	havana	chr4:65216616-65217433:+	0	0	0	0	0	0
ENSG00000285711	1	LINC02835	lncRNA	havana	chr4:65225867-65241814:-	0	0	0	0	0	0
ENSG00000145242	13	EPHA5	protein_coding	ensembl_havana	chr4:65319563-65670495:-	0	5	0	0	0	0
ENSG00000243199	1	AC115223.1	processed_pseudogene	havana	chr4:65573459-65574328:+	657	679	733	987	962	1084
ENSG00000250846	6	EPHA5-AS1	lncRNA	havana	chr4:65669961-65698029:+	0	0	2	0	0	0
ENSG00000248479	1	AC104137.1	lncRNA	havana	chr4:65702202-65705553:+	0	0	0	0	0	0
ENSG00000222765	1	RNU2-40P	snRNA	ensembl	chr4:65807240-65807435:-	1	0	0	0	0	11
ENSG00000251527	1	AC097110.1	lncRNA	havana	chr4:65858761-65860204:+	0	0	2	0	0	0
ENSG00000249413	2	AC116049.1	lncRNA	havana	chr4:65998846-66150012:+	0	0	0	0	0	0
