"gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome","logFC","logCPM","LR","PValue","FDR"
"ENSG00000182903",16,"ZNF721","protein_coding","ensembl_havana","chr4:425815-499156:-","4",-0.83645624197334,4.1049871934056,1.18805920941838,0.275721386564628,1
"ENSG00000101493",11,"ZNF516","protein_coding","ensembl_havana","chr18:76357682-76495242:-","18",-2.90372782492761,2.68895582252576,1.18773398812322,0.27578711469133,1
"ENSG00000150773",10,"PIH1D2","protein_coding","ensembl_havana","chr11:112064010-112074274:-","11",3.25918921395076,1.31855793333218,1.18768528683128,0.275796959052462,1
"ENSG00000157077",14,"ZFYVE9","protein_coding","ensembl_havana","chr1:52142094-52346686:+","1",1.01752364259432,3.13248992646996,1.18764032231537,0.275806048462785,1
"ENSG00000230997",5,"RAB42P1","processed_pseudogene","havana","chr14:89892128-89892443:+","14",1.62228229574003,0.0922365682240258,1.18696764427138,0.275942072788513,1
"ENSG00000091157",13,"WDR7","protein_coding","ensembl_havana","chr18:56651343-57036606:+","18",-2.45240157383159,2.71389570320342,1.18673782578568,0.275988564422639,1
"ENSG00000149313",11,"AASDHPPT","protein_coding","ensembl_havana","chr11:106075501-106098699:+","11",-0.579309241409731,4.88200765456527,1.18649884590313,0.27603691982321,1
"ENSG00000163590",14,"PPM1L","protein_coding","ensembl_havana","chr3:160755602-161078902:+","3",-2.09515526010467,3.93577131123446,1.18648499427775,0.276039722899797,1
"ENSG00000213719",8,"CLIC1","protein_coding","ensembl_havana","chr6:31730581-31739763:-","6",0.359286040114523,8.89497506349233,1.18560426847108,0.276218023978007,1
"ENSG00000258056",2,"AC009779.3","lncRNA","havana","chr12:55729104-55730852:+","12",1.14602474305061,2.96206001709901,1.18543046038738,0.276253228159659,1
"ENSG00000112294",13,"ALDH5A1","protein_coding","ensembl_havana","chr6:24494867-24537207:+","6",-1.13448185824711,2.94496161339737,1.18538809913731,0.276261809128353,1
"ENSG00000137752",24,"CASP1","protein_coding","ensembl_havana","chr11:105025443-105035250:-","11",0.690096341025241,5.41587740371069,1.18478115107723,0.276384793255456,1
"ENSG00000271447",6,"MMP28","protein_coding","ensembl_havana","chr17:35756249-35795707:-","17",2.78337966982319,1.77934277319789,1.18461337314433,0.276418801755027,1
"ENSG00000253704",2,"AC023632.2","lncRNA","havana","chr8:94553668-94570648:+","8",2.39308805498351,-0.640883563572102,1.18458325749734,0.276424906737936,1
"ENSG00000117791",16,"MTARC2","protein_coding","ensembl_havana","chr1:220748225-220784815:+","1",0.601888840285317,4.92714135249591,1.18440036811905,0.276461985343194,1
"ENSG00000083123",15,"BCKDHB","protein_coding","ensembl_havana","chr6:80106647-80346270:+","6",-2.63070278480707,2.84048437748436,1.18410920570661,0.276521027898185,1
"ENSG00000235272",2,"RAMACL","protein_coding","havana","chr6:166585604-166587594:-","6",0.552969231259873,5.34992502428373,1.18387346975575,0.276568842569177,1
"ENSG00000068650",18,"ATP11A","protein_coding","ensembl_havana","chr13:112690329-112887168:+","13",0.692922150614498,4.5279841806571,1.18379649611646,0.276584457497725,1
"ENSG00000169826",8,"CSGALNACT2","protein_coding","ensembl_havana","chr10:43138445-43185302:+","10",-1.05968172136356,3.18384304627759,1.18274688693088,0.276797492660441,1
"ENSG00000164707",15,"SLC13A4","protein_coding","ensembl_havana","chr7:135681237-135729258:-","7",-2.40540287731784,0.590576974244001,1.18263926219803,0.276819348504715,1
"ENSG00000144290",17,"SLC4A10","protein_coding","ensembl_havana","chr2:161424332-161985282:+","2",-2.42679239788094,0.498711180488588,1.18246158355454,0.276855435265515,1
"ENSG00000009335",18,"UBE3C","protein_coding","ensembl_havana","chr7:157138916-157269370:+","7",-0.787143436195179,5.06223747546512,1.1822711625138,0.276894116593045,1
"ENSG00000125814",17,"NAPB","protein_coding","ensembl_havana","chr20:23374519-23421519:-","20",-1.61390475480146,1.93938600603018,1.1820790253918,0.276933153408819,1
"ENSG00000277072",5,"STAG3L2","transcribed_unprocessed_pseudogene","havana","chr7:74843754-74890610:-","7",0.834027125572234,3.89182356889254,1.18164626400678,0.277021103613898,1
"ENSG00000155636",15,"RBM45","protein_coding","ensembl_havana","chr2:178112424-178139011:+","2",-2.34011333338881,2.91352793617501,1.18072539751688,0.277208368519189,1
"ENSG00000183741",12,"CBX6","protein_coding","ensembl_havana","chr22:38861422-38872249:-","22",-0.593648350891209,4.84763511839147,1.1804658552116,0.27726117710739,1
"ENSG00000052802",13,"MSMO1","protein_coding","ensembl_havana","chr4:165327667-165343164:+","4",-0.433616775496626,6.62975636406976,1.18036976008683,0.277280732614146,1
"ENSG00000179988",14,"PSTK","protein_coding","ensembl_havana","chr10:122954381-122997513:+","10",-1.34756442938267,3.06878099061205,1.17904503379387,0.27755049345267,1
"ENSG00000180964",17,"TCEAL8","protein_coding","ensembl_havana","chrX:103252995-103255192:-","X",0.410561813864032,6.38309815672996,1.17897723671086,0.277564308205088,1
"ENSG00000147789",15,"ZNF7","protein_coding","ensembl_havana","chr8:144827464-144847509:+","8",-0.600828971534091,5.2750347185996,1.17818838868958,0.277725112395633,1
"ENSG00000198131",14,"ZNF544","protein_coding","ensembl_havana","chr19:58228594-58277495:+","19",-1.50592348393877,3.05960315328335,1.1780536832206,0.277752583404349,1
"ENSG00000111144",10,"LTA4H","protein_coding","ensembl_havana","chr12:96000753-96043520:-","12",0.435830865048935,6.31036976292514,1.17734493021924,0.277897178520031,1
"ENSG00000105656",13,"ELL","protein_coding","ensembl_havana","chr19:18442663-18522116:-","19",-1.32502001708058,3.52280320133677,1.17711467359532,0.277944174355238,1
"ENSG00000174791",11,"RIN1","protein_coding","ensembl_havana","chr11:66330241-66336840:-","11",-2.2139590805728,2.52747700511708,1.17678742157487,0.278010984364524,1
"ENSG00000149428",19,"HYOU1","protein_coding","ensembl_havana","chr11:119044188-119057227:-","11",-0.413243260582288,6.76637497532088,1.17664844387403,0.278039363420884,1
"ENSG00000163257",11,"DCAF16","protein_coding","ensembl_havana","chr4:17800655-17810758:-","4",-1.08249375769747,4.69441248288224,1.17664757581107,0.278039540689615,1
"ENSG00000114446",5,"IFT57","protein_coding","ensembl_havana","chr3:108160812-108222435:-","3",-0.591705297480124,6.94563215399736,1.17621292913205,0.278128318567612,1
"ENSG00000187122",17,"SLIT1","protein_coding","ensembl_havana","chr10:96998038-97185959:-","10",-2.50288994980178,-0.56511749914008,1.17619429588986,0.278132125260766,1
"ENSG00000164403",14,"SHROOM1","protein_coding","ensembl_havana","chr5:132822141-132830898:-","5",-0.828118418628221,3.94142138178883,1.17563489296865,0.278246439492679,1
"ENSG00000005436",14,"GCFC2","protein_coding","ensembl_havana","chr2:75652000-75710985:-","2",-0.89241983630014,3.82297186538841,1.1755434676149,0.278265127929568,1
"ENSG00000168806",8,"LCMT2","protein_coding","ensembl_havana","chr15:43323649-43330582:-","15",-1.04922741553088,4.26914345083198,1.17507715067799,0.278360473296954,1
"ENSG00000136938",9,"ANP32B","protein_coding","ensembl_havana","chr9:97983341-98015943:+","9",0.650550765778596,4.9304219561302,1.17496141164269,0.278384144222138,1
"ENSG00000149600",11,"COMMD7","protein_coding","ensembl_havana","chr20:32702691-32743997:-","20",-0.578086141773557,6.01891951503067,1.17446675519686,0.278485339846453,1
"ENSG00000196782",12,"MAML3","protein_coding","ensembl_havana","chr4:139716753-140154184:-","4",-0.936416763414571,3.64559243901743,1.17364412399579,0.278653734406029,1
"ENSG00000101752",11,"MIB1","protein_coding","ensembl_havana","chr18:21704957-21870957:+","18",-1.10405051142097,2.86422077621598,1.17352600473526,0.278677924231777,1
"ENSG00000090061",17,"CCNK","protein_coding","ensembl_havana","chr14:99481169-99535044:+","14",-2.48561589316764,2.46188756883964,1.17327880611141,0.278728556983902,1
"ENSG00000169744",13,"LDB2","protein_coding","ensembl_havana","chr4:16501541-16898678:-","4",-2.99193381697321,1.00923755122503,1.17306627004187,0.278772099205899,1
"ENSG00000173915",16,"ATP5MD","protein_coding","ensembl_havana","chr10:103389041-103396492:-","10",-0.40171359286915,6.69907294943006,1.17272702789376,0.27884161743956,1
"ENSG00000156299",13,"TIAM1","protein_coding","ensembl_havana","chr21:31118416-31559977:-","21",-2.43723109619877,1.62843099033843,1.17263133255434,0.278861231485914,1
"ENSG00000244067",3,"GSTA2","protein_coding","ensembl_havana","chr6:52750087-52763475:-","6",-0.575945971783575,4.988497424351,1.17241798431574,0.278904966335938,1
"ENSG00000157911",11,"PEX10","protein_coding","ensembl_havana","chr1:2403964-2413797:-","1",0.562558923588441,5.04029588352748,1.17239375276169,0.278909934176421,1
"ENSG00000125347",14,"IRF1","protein_coding","ensembl_havana","chr5:132481609-132490777:-","5",0.719123187336342,4.23932330529543,1.17232452583111,0.27892412737414,1
"ENSG00000259498",1,"TPM1-AS","lncRNA","havana","chr15:63046034-63049387:-","15",-2.74469674165875,-0.207968238096299,1.17145296342088,0.279102896688585,1
"ENSG00000164109",14,"MAD2L1","protein_coding","ensembl_havana","chr4:120055623-120066858:-","4",-1.38005587007924,1.83179686894793,1.17131573492631,0.279131057280377,1
"ENSG00000282393",1,"AC016588.2","lncRNA","havana","chr19:248551-251571:-","19",2.71281429390693,-0.63473609491026,1.17091929346511,0.279212430961452,1
"ENSG00000267278",6,"MAP3K14-AS1","lncRNA","havana","chr17:45247916-45269824:+","17",-0.943653372955322,3.32439313943301,1.17070005916908,0.279257443895135,1
"ENSG00000160712",13,"IL6R","protein_coding","ensembl_havana","chr1:154405193-154469450:+","1",-2.51975720696789,1.0202583312984,1.17066990548347,0.279263635730933,1
"ENSG00000188878",19,"FBF1","protein_coding","ensembl_havana","chr17:75909574-75941140:-","17",2.52435935629115,2.65961888116939,1.1703765434052,0.279323884494019,1
"ENSG00000175426",11,"PCSK1","protein_coding","ensembl_havana","chr5:96390333-96434143:-","5",0.646402200780414,5.87094064112104,1.1701954563117,0.279361083144453,1
"ENSG00000138621",12,"PPCDC","protein_coding","ensembl_havana","chr15:75023586-75117462:+","15",0.755608057494679,4.62072366069423,1.17003676029146,0.27939368738875,1
"ENSG00000205133",12,"TRIQK","protein_coding","ensembl_havana","chr8:92883532-93017673:-","8",-0.780988422170233,4.21267201582188,1.16978547273629,0.27944532446491,1
"ENSG00000138663",9,"COPS4","protein_coding","ensembl_havana","chr4:83034447-83075818:+","4",0.410116728392507,6.51033915734899,1.16959092158844,0.279485311043479,1
"ENSG00000169727",12,"GPS1","protein_coding","ensembl_havana","chr17:82050691-82057470:+","17",0.519006558740726,7.07785957968857,1.16834714224893,0.27974111869789,1
"ENSG00000133460",19,"SLC2A11","protein_coding","ensembl_havana","chr22:23856703-23886309:+","22",-1.97649914359663,2.0842207673699,1.16810774028272,0.279790390303253,1
"ENSG00000012211",13,"PRICKLE3","protein_coding","ensembl_havana","chrX:49174802-49186528:-","X",-1.75031402174248,0.536666263088412,1.16751426144648,0.279912582111646,1
"ENSG00000214282",3,"KRT8P14","processed_pseudogene","havana","chrX:45632292-45633733:-","X",0.408214582189468,6.96458953883986,1.16741374269074,0.279933284661257,1
"ENSG00000119720",18,"NRDE2","protein_coding","ensembl_havana","chr14:90267860-90331969:-","14",1.07851922628449,3.91047864209171,1.16694099102141,0.28003067712856,1
"ENSG00000226752",9,"CUTALP","transcribed_unitary_pseudogene","havana","chr9:120824828-120854385:+","9",2.61869640316124,-0.427795745218817,1.16660481969846,0.280099958431501,1
"ENSG00000102967",12,"DHODH","protein_coding","ensembl_havana","chr16:72008588-72027664:+","16",1.60561433469763,2.98496146521423,1.16637861142948,0.280146589702868,1
"ENSG00000138029",14,"HADHB","protein_coding","ensembl_havana","chr2:26243170-26290465:+","2",-0.368931643895355,8.39390229702604,1.16627729426422,0.280167478712835,1
"ENSG00000256073",3,"URB1-AS1","lncRNA","havana","chr21:32393130-32393960:+","21",1.19961716342445,2.58104659747042,1.16624214385361,0.280174726288369,1
"ENSG00000135776",5,"ABCB10","protein_coding","ensembl_havana","chr1:229516582-229558707:-","1",-1.88391734988057,-0.331122188286218,1.16589860217838,0.280245572748056,1
"ENSG00000198643",7,"FAM3D","protein_coding","ensembl_havana","chr3:58633946-58666834:-","3",2.47588269281481,1.20616734293898,1.1655521063197,0.280317051333821,1
"ENSG00000126790",12,"L3HYPDH","protein_coding","ensembl_havana","chr14:59460363-59484408:-","14",1.54513283366326,2.78020937316347,1.1655095276692,0.28032583646553,1
"ENSG00000172828",13,"CES3","protein_coding","ensembl_havana","chr16:66961245-66975149:+","16",-1.80539788537162,2.33035862215503,1.16488455496398,0.280454825299192,1
"ENSG00000242612",7,"DECR2","protein_coding","ensembl_havana","chr16:401858-412487:+","16",0.610068520550059,5.23677526939508,1.16389317137796,0.280659591824788,1
"ENSG00000164466",13,"SFXN1","protein_coding","ensembl_havana","chr5:175477062-175529742:+","5",-0.473928615463853,6.08750832857688,1.16354190792045,0.280732189246548,1
"ENSG00000107954",10,"NEURL1","protein_coding","ensembl_havana","chr10:103493979-103592552:+","10",0.929107211442438,4.12105589081988,1.1633902637567,0.280763537651782,1
"ENSG00000143224",18,"PPOX","protein_coding","ensembl_havana","chr1:161166056-161178013:+","1",-0.724491863720827,4.85223080934554,1.16254541452645,0.280938268741119,1
"ENSG00000148803",12,"FUOM","protein_coding","ensembl_havana","chr10:133355158-133358025:-","10",0.978257453676844,3.41227541329534,1.16240657771278,0.280966996004225,1
"ENSG00000128309",16,"MPST","protein_coding","ensembl_havana","chr22:37019635-37029822:+","22",0.39037752640981,6.68250756878963,1.16225704614098,0.280997940310908,1
"ENSG00000130449",6,"ZSWIM6","protein_coding","ensembl_havana","chr5:61332258-61546172:+","5",-1.87250667747341,1.56321912354222,1.16189420685295,0.281073044759619,1
"ENSG00000157350",13,"ST3GAL2","protein_coding","ensembl_havana","chr16:70375977-70439237:-","16",-1.29387929110838,4.40900644672831,1.1615203475323,0.281150456778958,1
"ENSG00000236699",9,"ARHGEF38","protein_coding","ensembl_havana","chr4:105552620-105708093:+","4",0.961950285837288,3.89918400654297,1.16114760634599,0.281227664088178,1
"ENSG00000177469",13,"CAVIN1","protein_coding","ensembl_havana","chr17:42402449-42423256:-","17",-1.53284136696931,4.16015332692023,1.16062287617315,0.281336398857481,1
"ENSG00000147894",17,"C9orf72","protein_coding","ensembl_havana","chr9:27535640-27573866:-","9",-0.805365894971065,3.88857615616648,1.16037062668524,0.281388688988289,1
"ENSG00000163297",17,"ANTXR2","protein_coding","ensembl_havana","chr4:79901146-80125454:-","4",-1.11065652541538,3.14830706266272,1.16014838191139,0.281434769458991,1
"ENSG00000159904",11,"ZNF890P","transcribed_unprocessed_pseudogene","havana","chr7:5121239-5144546:-","7",2.86508081501503,-0.824460927195524,1.1587250332555,0.281730114308569,1
"ENSG00000188672",19,"RHCE","protein_coding","ensembl_havana","chr1:25362249-25430192:-","1",1.26380611079913,2.06443761821362,1.1578827289636,0.281905076958443,1
"ENSG00000171566",12,"PLRG1","protein_coding","ensembl_havana","chr4:154535005-154550400:-","4",-0.396966510338074,6.42525411177084,1.15768716327817,0.281945719322829,1
"ENSG00000165617",14,"DACT1","protein_coding","ensembl_havana","chr14:58633967-58648321:+","14",3.30586872154897,-0.127135739774648,1.15762455146308,0.281958732844742,1
"ENSG00000112655",16,"PTK7","protein_coding","ensembl_havana","chr6:43076307-43161719:+","6",-0.6396939155694,4.53944838485069,1.15747724564247,0.281989352545495,1
"ENSG00000155760",2,"FZD7","protein_coding","ensembl_havana","chr2:202034587-202038445:+","2",2.99204858094424,-1.02554716473749,1.15745924673211,0.281993094174305,1
"ENSG00000065923",10,"SLC9A7","protein_coding","ensembl_havana","chrX:46599251-46759118:-","X",0.557993450232496,5.50746373197924,1.15724732097728,0.282037154201312,1
"ENSG00000232063",2,"AL691447.2","lncRNA","havana","chr9:94332459-94363013:+","9",2.0339623049327,-1.12285667508086,1.15718528154525,0.282050054040036,1
"ENSG00000165140",11,"FBP1","protein_coding","ensembl_havana","chr9:94603133-94640249:-","9",0.503802963105351,5.5676674084448,1.15716271317901,0.282054746858052,1
"ENSG00000177830",18,"CHID1","protein_coding","ensembl_havana","chr11:867859-915058:-","11",0.422701189320782,7.9610540840019,1.15693998929527,0.282101064883013,1
"ENSG00000145390",11,"USP53","protein_coding","ensembl_havana","chr4:119212587-119295517:+","4",-0.701398600021599,4.36379146128283,1.15676774233635,0.282136892238529,1
"ENSG00000135698",10,"MPHOSPH6","protein_coding","ensembl_havana","chr16:82147798-82170224:-","16",-0.673270278356094,4.5661880390145,1.15654914256569,0.282182369260063,1
"ENSG00000262539",1,"AC005829.2","processed_pseudogene","havana","chr17:46259551-46260606:-","17",1.90830982130184,-0.683412807011766,1.1564945949518,0.282193718672173,1
"ENSG00000106772",18,"PRUNE2","protein_coding","ensembl_havana","chr9:76611376-76906114:-","9",3.54528429473521,1.18483108006619,1.15625330899616,0.282243928594295,1
"ENSG00000092847",13,"AGO1","protein_coding","ensembl_havana","chr1:35869808-35930532:+","1",-0.943074522969601,4.37518589549883,1.15613583096072,0.282268379042117,1
"ENSG00000254231",3,"AC103760.1","lncRNA","havana","chr8:86333274-86343429:-","8",3.99500918343543,0.832449983827388,1.15585194555925,0.282327474550781,1
"ENSG00000101474",12,"APMAP","protein_coding","ensembl_havana","chr20:24962925-24992751:-","20",-0.358241535025737,7.56057759406811,1.15507971882322,0.282488305691271,1
"ENSG00000051596",10,"THOC3","protein_coding","ensembl_havana","chr5:175917873-176034680:-","5",-0.81169957417421,4.06657631787399,1.15504057686138,0.282496460846477,1
"ENSG00000197608",11,"ZNF841","protein_coding","ensembl_havana","chr19:52064466-52095765:-","19",1.57671923425811,2.38747754169466,1.15501226497251,0.282502359761647,1
"ENSG00000120306",11,"CYSTM1","protein_coding","ensembl_havana","chr5:140175156-140282052:+","5",0.333607551865678,9.96577400546605,1.15455752602668,0.282597128111781,1
"ENSG00000161642",17,"ZNF385A","protein_coding","ensembl_havana","chr12:54369133-54391298:-","12",2.79240664284102,-1.07830794764451,1.15455016859293,0.28259866174373,1
"ENSG00000281731",3,"METTL14-DT","lncRNA","havana","chr4:118664087-118685343:-","4",2.46956864050933,-0.118337220793419,1.15371996672201,0.282771782135009,1
"ENSG00000230487",8,"PSMG3-AS1","lncRNA","havana","chr7:1570073-1589626:+","7",-2.2761202195296,1.83911768435639,1.15361388808756,0.282793912173784,1
"ENSG00000129696",13,"TTI2","protein_coding","ensembl_havana","chr8:33473386-33513185:-","8",0.995276657461883,3.93544043992962,1.15358911723665,0.28279908016422,1
"ENSG00000178764",8,"ZHX2","protein_coding","ensembl_havana","chr8:122781655-122974510:+","8",-0.713605152917816,4.23347784135084,1.15341094301782,0.282836256516587,1
"ENSG00000005421",9,"PON1","protein_coding","ensembl_havana","chr7:95297676-95324532:-","7",2.54327956935155,-0.322073171262909,1.15329713807225,0.282860005347371,1
"ENSG00000213574",2,"LDHAP5","processed_pseudogene","havana","chr10:118932674-118933295:-","10",0.439407732320165,7.28626216211845,1.15306419370206,0.282908624077325,1
"ENSG00000127580",17,"WDR24","protein_coding","ensembl_havana","chr16:684622-690444:-","16",0.657085699010099,4.4788654029652,1.15091412154866,0.283357873721516,1
"ENSG00000226415",1,"TPI1P1","processed_pseudogene","havana","chr1:76699789-76700538:+","1",0.443150334002419,8.65632072234339,1.15048628571725,0.283447376136693,1
"ENSG00000173221",14,"GLRX","protein_coding","ensembl_havana","chr5:95751319-95822726:-","5",0.604880626975411,5.1333577309426,1.15045801361964,0.283453291864585,1
"ENSG00000234062",8,"AL390879.1","transcribed_unprocessed_pseudogene","havana","chrX:136909369-137022143:+","X",-1.91668985055006,0.712352406691445,1.15043029860438,0.28345909117883,1
"ENSG00000114738",11,"MAPKAPK3","protein_coding","ensembl_havana","chr3:50611520-50649291:+","3",-0.743861282178293,5.37157259221342,1.1504218082109,0.283460867807581,1
"ENSG00000103423",14,"DNAJA3","protein_coding","ensembl_havana","chr16:4425805-4456775:+","16",-0.460612010741078,5.99912281019671,1.15019347410565,0.283508652381634,1
"ENSG00000110092",4,"CCND1","protein_coding","ensembl_havana","chr11:69641156-69654474:+","11",0.349046847170592,7.96947039677648,1.14981264089107,0.28358837387018,1
"ENSG00000165105",10,"RASEF","protein_coding","ensembl_havana","chr9:82979590-83063177:-","9",-0.50966164877208,5.63730565742489,1.14934180024926,0.283686976254641,1
"ENSG00000019485",13,"PRDM11","protein_coding","ensembl_havana","chr11:45095806-45235110:+","11",-2.47242786034285,0.0218737041651819,1.14890755473333,0.283777953458281,1
"ENSG00000093000",19,"NUP50","protein_coding","ensembl_havana","chr22:45163925-45188017:+","22",-0.584990212151651,5.25988523655652,1.1488960696304,0.283780360162071,1
"ENSG00000103257",9,"SLC7A5","protein_coding","ensembl_havana","chr16:87830023-87869507:-","16",-0.601556526785422,4.85728345873587,1.14884898267278,0.283790227506214,1
"ENSG00000072518",20,"MARK2","protein_coding","ensembl_havana","chr11:63838928-63911019:+","11",-1.19111588535337,2.65788949800718,1.14810421210335,0.283946356293222,1
"ENSG00000166265",13,"CYYR1","protein_coding","ensembl_havana","chr21:26466209-26573286:-","21",2.320395938175,0.195860212493964,1.14806176734126,0.283955257409505,1
"ENSG00000121104",8,"FAM117A","protein_coding","ensembl_havana","chr17:49710332-49789180:-","17",-2.56534396533998,-0.764336591770282,1.14796590346709,0.283975362380198,1
"ENSG00000273213",3,"H3-2","protein_coding","ensembl_havana","chr1:143894544-143905966:-","1",1.87239389718213,-0.935607587558652,1.14794756704886,0.283979208175582,1
"ENSG00000135407",10,"AVIL","protein_coding","ensembl_havana","chr12:57797376-57818704:-","12",2.46026845312022,0.556772332090681,1.14785883927429,0.283997818459876,1
"ENSG00000177613",9,"CSTF2T","protein_coding","ensembl_havana","chr10:51695486-51699595:-","10",-1.58004884368935,3.38828115244899,1.14785606769647,0.28399839981176,1
"ENSG00000165591",6,"FAAH2","protein_coding","ensembl_havana","chrX:57286706-57489196:+","X",-0.451493592844301,5.96026394542132,1.14770572331244,0.284029937534142,1
"ENSG00000204178",11,"MACO1","protein_coding","ensembl_havana","chr1:25430858-25500209:+","1",0.765673907795706,4.16402464257209,1.14756933840099,0.284058550817629,1
"ENSG00000245750",10,"DRAIC","lncRNA","havana","chr15:69462921-69843120:+","15",2.4534876510358,-0.328553314328572,1.1473353808346,0.284107643155731,1
"ENSG00000159228",13,"CBR1","protein_coding","ensembl_havana","chr21:36069941-36073166:+","21",0.386392963000388,6.55120556722765,1.14713738924739,0.284149196992744,1
"ENSG00000139514",13,"SLC7A1","protein_coding","ensembl_havana","chr13:29509414-29595688:-","13",-1.7061141095158,3.00429936011343,1.1466497562829,0.284251572671331,1
"ENSG00000173064",13,"HECTD4","protein_coding","ensembl_havana","chr12:112160188-112382439:-","12",0.824011623817628,3.77979214888439,1.14663852320988,0.28425393153971,1
"ENSG00000078081",8,"LAMP3","protein_coding","ensembl_havana","chr3:183122215-183163839:-","3",2.56545422650286,4.96996865557686,1.14648475233529,0.284286224863807,1
"ENSG00000212907",2,"MT-ND4L","protein_coding","insdc","chrM:10470-10766:+","M",0.391988461981935,10.1256186540802,1.14643772435693,0.284296102108044,1
"ENSG00000092531",10,"SNAP23","protein_coding","ensembl_havana","chr15:42491233-42545356:+","15",-0.474903899689613,5.67811761523026,1.14578890662941,0.284432417111698,1
"ENSG00000262769",1,"AC025627.1","lncRNA","havana","chr17:19560111-19597922:-","17",2.53796848970494,0.127850225241043,1.14560587359996,0.284470886877768,1
"ENSG00000092020",10,"PPP2R3C","protein_coding","ensembl_havana","chr14:35085467-35122517:-","14",0.440063762809743,6.03590092955909,1.14449008012877,0.284705546333628,1
"ENSG00000233560",2,"KRT8P39","processed_pseudogene","havana","chr12:68705634-68707066:+","12",0.536162630852143,5.24324815756643,1.14399800843221,0.284809110541902,1
"ENSG00000129824",16,"RPS4Y1","protein_coding","ensembl_havana","chrY:2841602-2932000:+","Y",0.89833620705703,5.27336746919115,1.14362977856769,0.28488664153773,1
"ENSG00000173482",16,"PTPRM","protein_coding","ensembl_havana","chr18:7566782-8406861:+","18",0.956177521952268,4.60467607320585,1.14352582041318,0.284908534826501,1
"ENSG00000236982",1,"BLOC1S2P1","processed_pseudogene","havana","chrX:64726748-64727048:-","X",-1.49109183040996,-0.191955025995881,1.14311575872082,0.284994913447046,1
"ENSG00000203647",2,"AC106827.2","processed_pseudogene","havana","chr3:66008770-66009200:-","3",-2.58289435488034,-0.420690480196468,1.14303261040514,0.285012432511421,1
"ENSG00000161618",10,"ALDH16A1","protein_coding","ensembl_havana","chr19:49453225-49471050:+","19",-0.998566338416738,3.10101159793592,1.14288504874364,0.28504352660871,1
"ENSG00000146205",14,"ANO7","protein_coding","ensembl_havana","chr2:241188509-241225377:+","2",2.01098843275955,1.04823044171246,1.14246325937654,0.285132429514333,1
"ENSG00000172586",8,"CHCHD1","protein_coding","ensembl_havana","chr10:73782047-73783652:+","10",0.495641497990702,5.47368452070029,1.14198338439747,0.285233618215791,1
"ENSG00000158417",11,"EIF5B","protein_coding","ensembl_havana","chr2:99337371-99401326:+","2",0.386073683917723,6.55058725685536,1.14188319579451,0.285254750203849,1
"ENSG00000240668",1,"KRT8P36","processed_pseudogene","havana","chr3:138101478-138102917:-","3",0.62194976517149,4.94653059087515,1.14140822428671,0.285354959206252,1
"ENSG00000101825",8,"MXRA5","protein_coding","ensembl_havana","chrX:3308565-3346652:-","X",1.6569283895962,2.02534606136038,1.14041399294733,0.285564865728465,1
"ENSG00000066117",15,"SMARCD1","protein_coding","ensembl_havana","chr12:50085200-50100707:+","12",0.675189912070562,4.54172726230596,1.14031575004252,0.28558561783844,1
"ENSG00000235618",8,"FAM21EP","transcribed_unprocessed_pseudogene","havana","chr10:50021182-50067803:-","10",-1.41287033255221,1.84679024709096,1.13910520749377,0.285841481082315,1
"ENSG00000099821",14,"POLRMT","protein_coding","ensembl_havana","chr19:617221-633537:-","19",0.785258906232829,4.62004858130801,1.13908240345991,0.285846303789798,1
"ENSG00000124275",15,"MTRR","protein_coding","ensembl_havana","chr5:7851186-7906025:+","5",-1.14174543408968,4.7403297683052,1.13894671873325,0.285875001187931,1
"ENSG00000105699",16,"LSR","protein_coding","ensembl_havana","chr19:35248330-35267964:+","19",0.359154113771094,8.2377135899715,1.13872035462731,0.285922885466151,1
"ENSG00000106692",14,"FKTN","protein_coding","ensembl_havana","chr9:105558130-105641118:+","9",-0.989012683792285,3.19147287470401,1.13864668765332,0.285938470917864,1
"ENSG00000162813",18,"BPNT1","protein_coding","ensembl_havana","chr1:220057482-220090462:-","1",0.726389172475693,4.64344751495664,1.13858845947007,0.285950790804176,1
"ENSG00000244625",7,"MIATNB","lncRNA","havana","chr22:26672747-26780893:+","22",-2.45291087005567,2.16553053307301,1.13833000831798,0.286005481886273,1
"ENSG00000143217",9,"NECTIN4","protein_coding","ensembl_havana","chr1:161070998-161089558:-","1",-0.500777755590683,5.95051368088225,1.13831694529716,0.286008246516399,1
"ENSG00000261136",1,"AC023908.3","lncRNA","havana","chr15:39782571-39785617:+","15",-2.42160844054091,-0.0113413548389404,1.13771823015226,0.286134993739092,1
"ENSG00000116350",17,"SRSF4","protein_coding","ensembl_havana","chr1:29147743-29181900:-","1",0.475387165028866,6.12087682962021,1.13770094852528,0.286138653295831,1
"ENSG00000102755",12,"FLT1","protein_coding","ensembl_havana","chr13:28300346-28495145:-","13",-4.62638651704924,-0.934491373487591,1.13737632419114,0.286207406775894,1
"ENSG00000196155",13,"PLEKHG4","protein_coding","ensembl_havana","chr16:67277510-67289499:+","16",-1.48764696569626,1.44375808692757,1.13734044983972,0.286215006034445,1
"ENSG00000258554",1,"AC025162.1","lncRNA","havana","chr12:55966838-55967474:-","12",-2.8803567289751,-1.223002696891,1.13720851877357,0.28624295517605,1
