"gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome","logFC","logCPM","F","PValue","FDR"
"ENSG00000227619",3,"AL391056.1","lncRNA","havana","chr9:129575117-129584556:+","9",-1.35342259840098,4.29464096186227,3.18915631278645,0.124187126373401,0.657659949909138
"ENSG00000172638",13,"EFEMP2","protein_coding","ensembl_havana","chr11:65866441-65873592:-","11",0.619650278857489,5.76932520500811,3.18688024047887,0.124250545717409,0.657697787488755
"ENSG00000166579",15,"NDEL1","protein_coding","ensembl_havana","chr17:8413131-8490411:+","17",-0.7344288931332,6.04600203244765,3.18636581113763,0.124274186536256,0.657697787488755
"ENSG00000167487",12,"KLHL26","protein_coding","ensembl_havana","chr19:18637025-18671721:+","19",1.74045320788893,3.01133691674595,3.1852371282901,0.124302078839668,0.657697787488755
"ENSG00000256525",8,"POLG2","protein_coding","ensembl_havana","chr17:64477785-64497054:-","17",-2.7237429120926,1.81142046390354,3.02141606780068,0.124382813057747,0.657934752769618
"ENSG00000198899",2,"MT-ATP6","protein_coding","insdc","chrM:8527-9207:+","M",0.538951646224967,9.11076044010052,3.18274474099977,0.124445621498632,0.658076788404494
"ENSG00000279078",1,"SND1-IT1","lncRNA","havana","chr7:127997597-128000077:+","7",-2.65306742239253,-1.0084047096923,3.74720797311036,0.124481782656036,0.658077870066657
"ENSG00000204356",14,"NELFE","protein_coding","ensembl_havana","chr6:31952087-31959038:-","6",0.498791079355768,7.7870121288226,3.18116837447953,0.124522468867928,0.658087482460786
"ENSG00000248527",1,"MTATP6P1","unprocessed_pseudogene","havana","chr1:633696-634376:+","1",0.566708205572448,8.34928817819231,3.17995739053045,0.124580748467577,0.658087482460786
"ENSG00000130725",8,"UBE2M","protein_coding","ensembl_havana","chr19:58555712-58558954:-","19",1.93427413023627,0.0431112850305457,2.90009579969284,0.124620162233946,0.658087482460786
"ENSG00000249693",3,"THEGL","protein_coding","ensembl_havana","chr4:56530606-56603507:+","4",-5.15052480315531,-1.920439580377,3.74083284876215,0.124718606233244,0.658087482460786
"ENSG00000049769",14,"PPP1R3F","protein_coding","ensembl_havana","chrX:49269793-49301461:+","X",4.05434271641755,-0.892579572516575,3.74079219187424,0.124720118591373,0.658087482460786
"ENSG00000004975",12,"DVL2","protein_coding","ensembl_havana","chr17:7225342-7234517:-","17",-1.27182702173214,1.86594858100322,3.14310475168708,0.124738603686072,0.658087482460786
"ENSG00000239392",2,"AL354989.2","processed_pseudogene","havana","chr9:34133157-34134696:-","9",1.95714732644236,-0.875466843031492,2.94280108641828,0.124754293969493,0.658087482460786
"ENSG00000257591",6,"ZNF625","protein_coding","ensembl_havana","chr19:12142090-12156734:-","19",-3.23451122743812,1.2608785087158,2.97927058620147,0.124771258012181,0.658087482460786
"ENSG00000137710",17,"RDX","protein_coding","ensembl_havana","chr11:109864295-110296712:-","11",-0.798155262349939,6.18771697317878,3.17330891222477,0.124906506072708,0.658611026834544
"ENSG00000221878",13,"PSG7","protein_coding","ensembl_havana","chr19:42924132-42937207:-","19",-1.71897591247225,-0.360185814543387,2.8791316071641,0.124990987491406,0.658677999021667
"ENSG00000198715",13,"GLMP","protein_coding","ensembl_havana","chr1:156290089-156295689:-","1",0.554752017327148,5.97015197210183,3.1707881914149,0.125029943276671,0.658677999021667
"ENSG00000130164",14,"LDLR","protein_coding","ensembl_havana","chr19:11089462-11133820:+","19",-0.534334682141809,6.62539681782243,3.17026617252733,0.125053127228037,0.658677999021667
"ENSG00000069667",16,"RORA","protein_coding","ensembl_havana","chr15:60488284-61229302:-","15",-0.723036808335204,5.13331014708161,3.1702240491291,0.125063165042088,0.658677999021667
"ENSG00000267302",5,"RNFT1-DT","lncRNA","havana","chr17:59964832-59996972:+","17",-4.05515988168563,-1.4835264580379,3.19532858143451,0.125148615049469,0.658938421356551
"ENSG00000174206",13,"C12orf66","protein_coding","ensembl_havana","chr12:64186316-64222296:-","12",1.02530964618617,4.2946455630545,3.16877050187446,0.125271056871218,0.659174632402724
"ENSG00000168758",11,"SEMA4C","protein_coding","ensembl_havana","chr2:96859718-96870757:-","2",1.11168763605413,3.16495294413555,3.17015119265853,0.125275410352301,0.659174632402724
"ENSG00000172922",11,"RNASEH2C","protein_coding","ensembl_havana","chr11:65714005-65720818:-","11",0.451838645821645,6.37470519118371,3.16518207204914,0.125301526943999,0.659174632402724
"ENSG00000004478",8,"FKBP4","protein_coding","ensembl_havana","chr12:2794970-2805423:+","12",0.469377467782098,6.27322369707316,3.16339225617114,0.12538984034387,0.659397328134055
"ENSG00000163638",13,"ADAMTS9","protein_coding","ensembl_havana","chr3:64515654-64688000:-","3",0.686283802078365,7.38784548127146,3.16131460208406,0.125489357128124,0.659397328134055
"ENSG00000166840",13,"GLYATL1","protein_coding","ensembl_havana","chr11:58905398-59043527:+","11",-5.27024308467755,-1.67122655894678,3.71993537075085,0.125499769130093,0.659397328134055
"ENSG00000105875",14,"WDR91","protein_coding","ensembl_havana","chr7:135183839-135211534:-","7",-0.618575548974735,5.02905240554153,3.16099116077781,0.125522041509142,0.659397328134055
"ENSG00000170633",16,"RNF34","protein_coding","ensembl_havana","chr12:121400041-121430623:+","12",-0.600902130427904,5.57338044687253,3.15969999408159,0.125574109520705,0.659397328134055
"ENSG00000273702",1,"AC091271.1","lncRNA","havana","chr17:59618553-59619714:-","17",1.89755732928921,2.59267802895568,3.16257294896471,0.125621665949811,0.659397328134055
"ENSG00000091490",11,"SEL1L3","protein_coding","ensembl_havana","chr4:25747433-25863760:-","4",-0.477123070839462,7.4457478459532,3.15678396024169,0.125710857576085,0.659397328134055
"ENSG00000198467",16,"TPM2","protein_coding","ensembl_havana","chr9:35681992-35690056:-","9",0.827809546618609,4.03268649731481,3.15935226364472,0.125718685883277,0.659397328134055
"ENSG00000204396",11,"VWA7","protein_coding","ensembl_havana","chr6:31765590-31777328:-","6",2.06158796750134,1.99702196201628,2.96470348663355,0.125725475759207,0.659397328134055
"ENSG00000278600",1,"AC015871.3","lncRNA","havana","chr15:79920195-79922455:-","15",3.69068217778675,-0.133772341820183,3.10404336602641,0.125758409884818,0.659397328134055
"ENSG00000131503",21,"ANKHD1","protein_coding","ensembl_havana","chr5:140401814-140539856:+","5",-1.20932856045745,1.99529914551951,3.12824480134923,0.125784763737419,0.659397328134055
"ENSG00000111906",18,"HDDC2","protein_coding","ensembl_havana","chr6:125219962-125302078:-","6",0.653007817345514,4.67523365898053,3.15545637283146,0.125793293319459,0.659397328134055
"ENSG00000286622",1,"AC034111.2","lncRNA","havana_tagene","chr8:9984004-10055041:-","8",5.78240442385082,-1.34883381174195,3.27575670136043,0.125840771218863,0.659397328134055
"ENSG00000005175",10,"RPAP3","protein_coding","ensembl_havana","chr12:47661249-47706030:-","12",-1.08458889670365,4.70890490853742,3.15460169689859,0.125848260691305,0.659397328134055
"ENSG00000107779",14,"BMPR1A","protein_coding","ensembl_havana","chr10:86756601-86932825:+","10",-0.975755889363436,3.63776592465663,3.15703945079395,0.1259170956144,0.659569171131868
"ENSG00000101365",21,"IDH3B","protein_coding","ensembl_havana","chr20:2658395-2664219:-","20",0.392673830301777,7.15372216315638,3.15163815151858,0.125963953877197,0.659625832291977
"ENSG00000280195",1,"AC245140.2","lncRNA","havana","chrX:154396878-154398816:-","X",1.3409277376789,0.233211180830566,2.92540117180792,0.126063699858366,0.659897594126033
"ENSG00000164603",12,"BMT2","protein_coding","ensembl_havana","chr7:112819147-112939875:-","7",2.67645348107327,3.12389790375783,3.14756354957159,0.126099616110886,0.659897594126033
"ENSG00000145685",14,"LHFPL2","protein_coding","ensembl_havana","chr5:78485215-78770021:-","5",-0.840466561384391,3.96108911031321,3.15024658864641,0.126124018372466,0.659897594126033
"ENSG00000116213",16,"WRAP73","protein_coding","ensembl_havana","chr1:3630767-3652761:-","1",-0.983963986621268,3.19091774227624,3.1539276938294,0.126171879906911,0.65992395631223
"ENSG00000112514",17,"CUTA","protein_coding","ensembl_havana","chr6:33416442-33418317:-","6",0.442713863924601,7.33263595798452,3.14682087371325,0.126201171844214,0.65992395631223
"ENSG00000080345",18,"RIF1","protein_coding","ensembl_havana","chr2:151409883-151508013:+","2",-0.852490766763725,4.86776782164607,3.14632900647275,0.126241566396286,0.659946629015945
"ENSG00000048405",10,"ZNF800","protein_coding","ensembl_havana","chr7:127346790-127431924:-","7",0.708191170150467,4.78937899393637,3.14360404756958,0.126378572867133,0.66021432817602
"ENSG00000251192",7,"ZNF674","protein_coding","ensembl_havana","chrX:46497727-46545457:-","X",-1.80734629566929,1.55507888049642,3.03246508151442,0.126391200246396,0.66021432817602
"ENSG00000125484",12,"GTF3C4","protein_coding","ensembl_havana","chr9:132670035-132694953:+","9",1.70199588944501,1.75930856732081,3.04091108561767,0.126438607161869,0.66021432817602
"ENSG00000162493",16,"PDPN","protein_coding","ensembl_havana","chr1:13583465-13617957:+","1",-2.9947699617725,2.18310094205896,3.0110699542725,0.126447049961051,0.66021432817602
"ENSG00000180773",15,"SLC36A4","protein_coding","ensembl_havana","chr11:93144174-93197991:-","11",-1.82119857781434,4.23791411399066,3.14198102716799,0.126502095757441,0.66021432817602
"ENSG00000225885",7,"AC023590.1","lncRNA","havana","chr8:118282139-118400605:+","8",-4.35617912126626,-0.957501452686366,3.18244965692616,0.126509214780532,0.66021432817602
"ENSG00000255239",2,"TREHP1","unprocessed_pseudogene","havana","chr11:118688033-118690599:-","11",4.21675299515096,-1.09784777060258,3.10784973422122,0.126595701053563,0.660295264416306
"ENSG00000130513",6,"GDF15","protein_coding","ensembl_havana","chr19:18374731-18389176:+","19",0.307228232129483,11.1385594388366,3.13879474411437,0.126596879184615,0.660295264416306
"ENSG00000189433",7,"GJB4","protein_coding","ensembl_havana","chr1:34759740-34762327:+","1",-2.99900201656996,0.626961206520441,3.01789791471088,0.126651011518435,0.660389405359086
"ENSG00000150787",8,"PTS","protein_coding","ensembl_havana","chr11:112226367-112269955:+","11",-0.664530655439404,4.99692022728163,3.13602434940917,0.126745601577266,0.660552670166795
"ENSG00000012232",9,"EXTL3","protein_coding","ensembl_havana","chr8:28600469-28755599:+","8",-0.785295420435173,4.01468867299288,3.13788232496787,0.126767281071591,0.660552670166795
"ENSG00000112078",14,"KCTD20","protein_coding","ensembl_havana","chr6:36442767-36491143:+","6",-0.761782248995809,5.43812628332111,3.1350792329613,0.126790598311439,0.660552670166795
"ENSG00000197479",7,"PCDHB11","protein_coding","ensembl_havana","chr5:141199610-141203779:+","5",-1.92349195362796,1.14061702901285,3.01017910468699,0.12683240497279,0.660554515414972
"ENSG00000185104",20,"FAF1","protein_coding","ensembl_havana","chr1:50437028-50960267:-","1",1.09552163060966,4.06358645274611,3.1353245156866,0.126875554168754,0.660554515414972
"ENSG00000160188",10,"RSPH1","protein_coding","ensembl_havana","chr21:42472486-42496246:-","21",1.88377199787527,2.75624731460166,3.13306465515232,0.127004409643501,0.660554515414972
"ENSG00000270629",6,"NBPF14","protein_coding","ensembl_havana","chr1:148531385-148679742:-","1",1.05317613400657,3.52692624898664,3.13634060092133,0.127006602616407,0.660554515414972
"ENSG00000179044",16,"EXOC3L1","protein_coding","ensembl_havana","chr16:67184379-67190185:-","16",1.26448286714858,2.39370931273971,3.09206275879173,0.127024667753761,0.660554515414972
"ENSG00000176401",6,"EID2B","protein_coding","ensembl_havana","chr19:39530987-39532852:-","19",2.35265149815176,0.996532651951869,2.96010737135516,0.127104348738106,0.660554515414972
"ENSG00000043514",17,"TRIT1","protein_coding","ensembl_havana","chr1:39838110-39883511:-","1",1.01980642547411,2.75019130206149,3.12708592008804,0.127128702646595,0.660554515414972
"ENSG00000258628",1,"AC126603.1","unprocessed_pseudogene","havana","chr15:20228620-20277503:-","15",-1.2172975374304,2.10532214082062,3.11892359338346,0.127185051291651,0.660554515414972
"ENSG00000166197",17,"NOLC1","protein_coding","ensembl_havana","chr10:102152176-102163871:+","10",-0.761802317092532,5.72737534355214,3.12616873603349,0.127229948108946,0.660554515414972
"ENSG00000245975",2,"AC090515.3","lncRNA","havana","chr15:58768072-58770974:-","15",-2.56335372414281,-0.736499620887544,3.00844956328347,0.127238815965448,0.660554515414972
"ENSG00000170075",9,"GPR37L1","protein_coding","ensembl_havana","chr1:202122917-202133592:+","1",-1.05684557065635,3.06784622273826,3.06678360409703,0.127243358732558,0.660554515414972
"ENSG00000175772",11,"LINC01106","lncRNA","havana","chr2:110375138-110384442:-","2",1.49843361398064,0.593937867166108,2.96486011245061,0.127260671913197,0.660554515414972
"ENSG00000103051",20,"COG4","protein_coding","ensembl_havana","chr16:70480568-70523560:-","16",0.554888604482898,5.87010205594652,3.1242811479045,0.127322922551946,0.660554515414972
"ENSG00000130309",11,"COLGALT1","protein_coding","ensembl_havana","chr19:17555649-17583162:+","19",-0.580895587764808,6.21409116509792,3.12399840811191,0.127335917055257,0.660554515414972
"ENSG00000118855",21,"MFSD1","protein_coding","ensembl_havana","chr3:158732198-158829719:+","3",0.682675153494359,6.77860593521045,3.12385501283447,0.127341731418552,0.660554515414972
"ENSG00000248394",1,"FOSL1P1","processed_pseudogene","havana","chr4:128155389-128156204:+","4",-1.3872637284896,-0.268908542775952,2.82621543582245,0.127397008323156,0.660554515414972
"ENSG00000198836",10,"OPA1","protein_coding","ensembl_havana","chr3:193593144-193697811:+","3",-0.792920812903291,4.73041121453924,3.12250613696334,0.127428679159702,0.660554515414972
"ENSG00000287306",1,"AC016821.1","lncRNA","havana_tagene","chr10:69510166-69544257:+","10",1.39338439703015,-0.0728832154695008,2.84992676358718,0.127453231408342,0.660554515414972
"ENSG00000238120",1,"LINC01589","lncRNA","havana","chr22:45604432-45605621:-","22",1.57338729781459,2.26643435463643,3.08229223098707,0.12748224180884,0.660554515414972
"ENSG00000182628",13,"SKA2","protein_coding","ensembl_havana","chr17:59109857-59155260:-","17",0.950451384005891,4.2194308634714,3.12083792903327,0.127551768877751,0.660554515414972
"ENSG00000167384",10,"ZNF180","protein_coding","ensembl_havana","chr19:44474428-44500524:-","19",1.24516628502215,3.28928023405983,3.12393947499203,0.127599481614261,0.660554515414972
"ENSG00000197497",11,"ZNF665","protein_coding","ensembl_havana","chr19:53159213-53193386:-","19",-2.28524837039161,2.57625340939377,3.10183295315309,0.127613287005357,0.660554515414972
"ENSG00000178075",20,"GRAMD1C","protein_coding","ensembl_havana","chr3:113828182-113947174:+","3",-0.850210098029242,3.55485775194003,3.12369653571981,0.127621066905657,0.660554515414972
"ENSG00000112164",6,"GLP1R","protein_coding","ensembl_havana","chr6:39048781-39091303:+","6",-2.03225011877174,-0.53639288173351,3.00116356166516,0.127742391043096,0.66099554449272
"ENSG00000064225",12,"ST3GAL6","protein_coding","ensembl_havana","chr3:98732236-98821201:+","3",-1.47693931008011,2.69258955641381,3.1071325640924,0.127789426261547,0.661052029236528
"ENSG00000280273",2,"AF131216.4","lncRNA","ensembl_havana","chr8:11283481-11285068:-","8",2.4255714493029,0.802606059439628,2.91390280247694,0.127910137200789,0.661186762942688
"ENSG00000173212",4,"MAB21L3","protein_coding","ensembl_havana","chr1:116111755-116135240:+","1",-5.66898349477566,-0.154191911998864,3.13382637228181,0.127922928158617,0.661186762942688
"ENSG00000158473",8,"CD1D","protein_coding","ensembl_havana","chr1:158178030-158186427:+","1",2.24444244542061,1.82222604488525,3.0130221715402,0.127931396041527,0.661186762942688
"ENSG00000034533",11,"ASTE1","protein_coding","ensembl_havana","chr3:131013875-131027649:-","3",-1.95462086374904,3.673491488903,3.11588947685027,0.127959977835373,0.661186762942688
"ENSG00000139832",5,"RAB20","protein_coding","ensembl_havana","chr13:110523066-110561722:-","13",0.450377111262551,6.60943379976792,3.10828472259935,0.128122798951638,0.661713260673856
"ENSG00000181929",13,"PRKAG1","protein_coding","ensembl_havana","chr12:49002274-49018807:-","12",0.646530861648235,6.14461256897178,3.10807955538176,0.128134181828661,0.661713260673856
"ENSG00000144026",12,"ZNF514","protein_coding","ensembl_havana","chr2:95145000-95165413:-","2",-3.09286319735907,0.756559259665042,3.13065501777087,0.128193583351691,0.661833275741226
"ENSG00000120137",7,"PANK3","protein_coding","ensembl_havana","chr5:168548495-168579368:-","5",-1.11142153159389,5.08786509067715,3.1064917391607,0.128247933474769,0.661893045151096
"ENSG00000267740",5,"AC024592.3","protein_coding","havana","chr19:5866171-5903787:-","19",1.77901527904316,-1.17340278273209,2.88947516834208,0.128277490501089,0.661893045151096
"ENSG00000138639",18,"ARHGAP24","protein_coding","ensembl_havana","chr4:85475150-86002668:+","4",-1.95298597359241,1.62904556921374,3.02844722079827,0.128317308907091,0.661897935840887
"ENSG00000161328",11,"LRRC56","protein_coding","ensembl_havana","chr11:537527-554912:+","11",-1.13720737570601,0.0162675060846892,3.04831734974813,0.128455459563785,0.661897935840887
"ENSG00000114554",11,"PLXNA1","protein_coding","ensembl_havana","chr3:126988594-127037392:+","3",1.96853779030031,1.94716630430876,3.07197040715069,0.128457439732551,0.661897935840887
"ENSG00000084764",12,"MAPRE3","protein_coding","ensembl_havana","chr2:26970637-27027219:+","2",-1.28614171226923,0.0261590988391355,2.83721615992542,0.128465801936749,0.661897935840887
"ENSG00000109016",17,"DHRS7B","protein_coding","ensembl_havana","chr17:21123364-21193265:+","17",-0.482746266470361,6.42874931920441,3.10103276002024,0.128489349924944,0.661897935840887
"ENSG00000180596",7,"H2BC4","protein_coding","ensembl_havana","chr6:26114873-26123926:-","6",1.40492046743882,1.34678615317148,3.05000720616924,0.128556584181476,0.661897935840887
"ENSG00000152669",9,"CCNO","protein_coding","ensembl_havana","chr5:55231152-55233608:-","5",0.932011875228852,3.50169357983192,3.10209133846075,0.128573388097234,0.661897935840887
"ENSG00000165188",13,"RNF183","protein_coding","ensembl_havana","chr9:113297093-113303376:-","9",-2.0076581608211,-0.316403175439028,3.63848513983935,0.128617208699295,0.661897935840887
"ENSG00000232160",7,"RAP2C-AS1","lncRNA","havana","chrX:132217053-132432862:+","X",-3.09677740397404,0.041260060111695,2.85135203042684,0.128666598290642,0.661897935840887
"ENSG00000204178",11,"MACO1","protein_coding","ensembl_havana","chr1:25430858-25500209:+","1",0.882445054203108,4.16447555276229,3.09870067570423,0.128702549857326,0.661897935840887
"ENSG00000188986",8,"NELFB","protein_coding","ensembl_havana","chr9:137255327-137273542:+","9",-2.18560425427005,2.01226728122942,3.03873068068022,0.128702959823085,0.661897935840887
"ENSG00000138468",16,"SENP7","protein_coding","ensembl_havana","chr3:101324205-101513241:-","3",0.977903562610944,3.5150023658561,3.10250934295188,0.128733287998905,0.661897935840887
"ENSG00000286864",1,"AC012076.2","lncRNA","havana_tagene","chr2:237728569-237731131:-","2",-3.97767995723157,0.318007576761069,3.00378683845493,0.128789660765338,0.661897935840887
"ENSG00000187957",8,"DNER","protein_coding","ensembl_havana","chr2:229357629-229714555:-","2",-2.08320483707575,1.53341649060647,3.57205092340884,0.128885101541594,0.661897935840887
"ENSG00000226380",9,"AC016831.1","lncRNA","havana","chr7:130876809-130913310:-","7",-3.03276667338234,-1.35473036917667,3.05607005750862,0.1288852090083,0.661897935840887
"ENSG00000121289",18,"CEP89","protein_coding","ensembl_havana","chr19:32875925-32971991:-","19",-0.723461467725162,4.53273796525102,3.09351296889541,0.128890997566559,0.661897935840887
"ENSG00000235169",9,"SMIM1","protein_coding","ensembl_havana","chr1:3772655-3775982:+","1",1.28843894315146,3.41790055753634,3.0981983018555,0.12889324900759,0.661897935840887
"ENSG00000122735",16,"DNAI1","protein_coding","ensembl_havana","chr9:34457414-34520988:+","9",-3.93347160144059,-0.766582979270177,3.62716458368946,0.129059883728314,0.662032506650114
"ENSG00000188549",12,"CCDC9B","protein_coding","ensembl_havana","chr15:40331452-40340967:-","15",1.44817259788252,2.60743117593211,3.08938928147335,0.12909883486426,0.662032506650114
"ENSG00000103199",14,"ZNF500","protein_coding","ensembl_havana","chr16:4748239-4767624:-","16",-1.41384296223462,2.8513044509255,3.0887903355314,0.129106354244972,0.662032506650114
"ENSG00000189306",11,"RRP7A","protein_coding","ensembl_havana","chr22:42508344-42519796:-","22",0.454982178583106,6.79405016028509,3.08833221913406,0.129132583069765,0.662032506650114
"ENSG00000114439",19,"BBX","protein_coding","ensembl_havana","chr3:107522936-107811339:+","3",0.449182698798281,7.40812909895939,3.08829530466348,0.129133784579358,0.662032506650114
"ENSG00000070882",13,"OSBPL3","protein_coding","ensembl_havana","chr7:24796540-24981634:-","7",1.2306852499823,2.5682161211632,3.06832051709892,0.129197862380762,0.662032506650114
"ENSG00000132386",11,"SERPINF1","protein_coding","ensembl_havana","chr17:1762029-1777565:+","17",-3.28692471309294,1.09906741756119,2.85914409210896,0.129259203643303,0.662032506650114
"ENSG00000178104",19,"PDE4DIP","protein_coding","ensembl_havana","chr1:148808181-149048286:+","1",-0.560938213125814,5.70103491619296,3.08538928788174,0.129288006240874,0.662032506650114
"ENSG00000274080",1,"AC005089.1","lncRNA","havana","chr7:73609262-73611502:-","7",5.41089342335421,-0.167488115842176,3.26329159348972,0.129322916773681,0.662032506650114
"ENSG00000229180",7,"AC006001.3","transcribed_unprocessed_pseudogene","havana","chr7:66526088-66592397:-","7",-0.992657478111457,3.82164429359934,3.08572106626834,0.129359666947666,0.662032506650114
"ENSG00000277072",5,"STAG3L2","transcribed_unprocessed_pseudogene","havana","chr7:74843754-74890610:-","7",0.86659608892708,3.89200456499319,3.08499933027481,0.129362196081242,0.662032506650114
"ENSG00000197150",12,"ABCB8","protein_coding","ensembl_havana","chr7:151028422-151047782:+","7",1.03644325391832,3.91875981912155,3.08393640189079,0.129433296577592,0.662032506650114
"ENSG00000197980",13,"LEKR1","protein_coding","ensembl_havana","chr3:156825481-157046129:+","3",-1.21835440220899,2.55052459684298,3.05990206698317,0.12948826577116,0.662032506650114
"ENSG00000125485",17,"DDX31","protein_coding","ensembl_havana","chr9:132592997-132670401:-","9",-1.58100174963679,3.94776581745852,3.08273935306973,0.129505137445666,0.662032506650114
"ENSG00000138080",14,"EMILIN1","protein_coding","ensembl_havana","chr2:27078615-27086403:+","2",-2.3870233523449,0.167729880426108,2.86949043503816,0.129512913266037,0.662032506650114
"ENSG00000179344",16,"HLA-DQB1","protein_coding","ensembl_havana","chr6:32659467-32668383:-","6",0.676219444738211,5.23500474738954,3.07907777465073,0.129629631726036,0.662032506650114
"ENSG00000053770",12,"AP5M1","protein_coding","ensembl_havana","chr14:57268924-57298742:+","14",-0.647335125741562,5.06494084742934,3.07898359218474,0.129633412534601,0.662032506650114
"ENSG00000167695",15,"TLCD3A","protein_coding","ensembl_havana","chr17:732412-742968:+","17",0.764528502892286,4.76032727054706,3.07880832356259,0.129640362732149,0.662032506650114
"ENSG00000213024",12,"NUP62","protein_coding","ensembl_havana","chr19:49906825-49929763:-","19",0.703632546758591,5.6178393579732,3.07835942166259,0.129646228815506,0.662032506650114
"ENSG00000205078",6,"SYCE1L","protein_coding","ensembl_havana","chr16:77199408-77213215:+","16",1.83668944166512,1.79386783043007,2.97214559615315,0.129656154368653,0.662032506650114
"ENSG00000007306",15,"CEACAM7","protein_coding","ensembl_havana","chr19:41673303-41706976:-","19",-0.245606425329209,11.7571248436584,3.0775563381574,0.129681330382187,0.662032506650114
"ENSG00000268738",3,"HSFX2","protein_coding","ensembl_havana","chrX:149592512-149595314:-","X",-3.44087902716578,0.890527888839679,3.34426475855037,0.129739523477134,0.662032506650114
"ENSG00000286192",1,"AC069288.1","protein_coding","havana","chr7:1815804-2242215:-","7",1.85852897561084,1.64381893149481,3.018320591005,0.129751426147632,0.662032506650114
"ENSG00000060491",16,"OGFR","protein_coding","ensembl_havana","chr20:62804835-62814000:+","20",0.833400948678252,4.9809339213123,3.07514908192111,0.129843801745589,0.662125430092483
"ENSG00000188493",15,"C19orf54","protein_coding","ensembl_havana","chr19:40740856-40751553:-","19",-0.859186398859398,3.78276954105062,3.07589054576869,0.129898040741391,0.662125430092483
"ENSG00000117519",16,"CNN3","protein_coding","ensembl_havana","chr1:94896949-94927223:-","1",0.359734323701822,8.6542973647782,3.07327386882459,0.129900948235455,0.662125430092483
"ENSG00000198753",12,"PLXNB3","protein_coding","ensembl_havana","chrX:153764196-153779346:+","X",1.68266499757854,2.35662281248552,3.34710376786915,0.129914349222058,0.662125430092483
"ENSG00000088812",18,"ATRN","protein_coding","ensembl_havana","chr20:3471018-3651118:+","20",-0.357345186565538,8.88722233238828,3.0704860098589,0.130044164294442,0.662199941659328
"ENSG00000101544",9,"ADNP2","protein_coding","ensembl_havana","chr18:80109262-80147523:+","18",-2.28269739385756,1.43975583543989,2.92246769073561,0.130100665199418,0.662199941659328
"ENSG00000167785",9,"ZNF558","protein_coding","ensembl_havana","chr19:8806170-8832314:-","19",-2.13995572808322,1.94940772815295,2.9772240399818,0.130118716717229,0.662199941659328
"ENSG00000147065",17,"MSN","protein_coding","ensembl_havana","chrX:65588377-65741931:+","X",-0.46718765332732,6.52654276011677,3.06718289540687,0.130216447638694,0.662199941659328
"ENSG00000127481",15,"UBR4","protein_coding","ensembl_havana","chr1:19074510-19210266:-","1",0.947788022738312,5.0641358897329,3.06701508792901,0.130234905098992,0.662199941659328
"ENSG00000038295",8,"TLL1","protein_coding","ensembl_havana","chr4:165873237-166104457:+","4",-1.80308642464925,1.49880707068551,2.92160361414761,0.130257791215384,0.662199941659328
"ENSG00000167967",16,"E4F1","protein_coding","ensembl_havana","chr16:2223580-2235742:+","16",0.77225566926759,4.96896787390093,3.06642602736048,0.130266259189794,0.662199941659328
"ENSG00000229043",3,"AC091729.3","lncRNA","havana","chr7:1160374-1165607:+","7",-1.82028239367604,2.60368649444539,3.04751185931549,0.130323155497738,0.662199941659328
"ENSG00000032742",17,"IFT88","protein_coding","ensembl_havana","chr13:20567069-20691437:+","13",-0.971862982806621,3.95703648480291,3.06663393131681,0.130367897790013,0.662199941659328
"ENSG00000146530",14,"VWDE","protein_coding","ensembl_havana","chr7:12330885-12403941:-","7",-1.7925468948423,2.16959478604961,3.53760462081706,0.130371063630092,0.662199941659328
"ENSG00000198939",8,"ZFP2","protein_coding","ensembl_havana","chr5:178895898-178933212:+","5",-2.41526270851873,1.55477751828129,2.93416706917602,0.130374558391955,0.662199941659328
"ENSG00000138081",21,"FBXO11","protein_coding","ensembl_havana","chr2:47789316-47906498:-","2",-1.71147656191494,2.42115545387015,3.06675942825152,0.130407807161526,0.662199941659328
"ENSG00000156304",15,"SCAF4","protein_coding","ensembl_havana","chr21:31671000-31732118:-","21",-0.520574225935136,5.72843281580802,3.0630843617367,0.130430714458845,0.662199941659328
"ENSG00000146263",11,"MMS22L","protein_coding","ensembl_havana","chr6:97142161-97283217:-","6",-1.98879015394361,2.71914393371416,3.03455308879049,0.1304418840281,0.662199941659328
"ENSG00000077713",19,"SLC25A43","protein_coding","ensembl_havana","chrX:119399336-119454478:+","X",1.71169364898529,1.85974849192752,2.98063256384425,0.130515823711577,0.662199941659328
"ENSG00000123360",12,"PDE1B","protein_coding","ensembl_havana","chr12:54549601-54579239:+","12",-4.47757153152769,0.366102336262325,3.21768069100505,0.13052599205955,0.662199941659328
"ENSG00000164087",8,"POC1A","protein_coding","ensembl_havana","chr3:52075226-52154690:-","3",-2.36648935985683,1.88715406130739,3.00256411768055,0.130561103714992,0.662199941659328
"ENSG00000132357",14,"CARD6","protein_coding","ensembl_havana","chr5:40841308-40860175:+","5",-0.883506008586134,4.39049245324214,3.0604002979571,0.130599100564433,0.662199941659328
"ENSG00000150527",17,"MIA2","protein_coding","ensembl_havana","chr14:39230231-39388513:+","14",-0.603690122365226,5.67471134263541,3.05811907340881,0.13068817022789,0.662199941659328
"ENSG00000153914",16,"SREK1","protein_coding","ensembl_havana","chr5:66139971-66183615:+","5",0.525504203737169,5.61336636275155,3.05744442539497,0.130722700112815,0.662199941659328
